--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20100418 00:00	43.4	43.4	43.4	72	35.0	0	1	292	0.00	29.859	0	0.001	-100000.0
20100418 00:05	43.3	43.3	43.3	72	34.9	0	0	-100000	0.00	29.859	0	0.000	-100000.0
20100418 00:10	43.3	43.3	43.3	73	35.2	0	0	-100000	0.00	29.859	0	0.000	-100000.0
20100418 00:15	43.2	43.2	43.2	73	35.1	0	1	292	0.00	29.860	0	0.000	-100000.0
20100418 00:20	43.1	43.1	43.1	73	35.0	0	1	292	0.00	29.860	0	0.000	-100000.0
20100418 00:25	43.1	43.1	43.1	73	35.0	0	1	292	0.00	29.860	0	0.000	-100000.0
20100418 00:30	43.1	43.1	43.1	71	34.3	0	1	292	0.00	29.860	0	0.000	-100000.0
20100418 00:35	43.2	43.2	43.2	72	34.8	0	2	292	0.00	29.860	0	0.000	-100000.0
20100418 00:40	43.1	43.1	43.1	70	34.0	0	1	292	0.00	29.860	0	0.000	-100000.0
20100418 00:45	43.1	43.1	43.1	71	34.3	0	1	292	0.00	29.859	0	0.000	-100000.0
20100418 00:50	43.1	43.1	43.1	73	35.0	0	2	292	0.00	29.859	0	0.000	-100000.0
20100418 00:55	42.9	42.9	42.9	72	34.5	0	1	292	0.00	29.859	0	0.000	-100000.0
20100418 01:00	42.8	42.8	42.8	72	34.4	0	1	292	0.00	29.856	0	0.001	-100000.0
20100418 01:05	42.8	42.8	42.8	71	34.1	0	2	292	0.00	29.856	0	0.000	-100000.0
20100418 01:10	42.8	42.8	42.8	71	34.1	0	2	292	0.00	29.856	0	0.000	-100000.0
20100418 01:15	42.8	42.8	42.8	71	34.1	0	1	292	0.00	29.851	0	0.000	-100000.0
20100418 01:20	42.7	42.7	42.7	71	34.0	1	4	292	0.00	29.851	0	0.000	-100000.0
