--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20071227 00:00	74.7	74.7	74.7	24	35.5	0	0	-100000	0.00	30.117	-100000	0.000	-100000.0
20071227 00:05	74.8	74.8	74.8	24	35.6	0	0	-100000	0.00	30.117	-100000	0.000	-100000.0
20071227 00:10	74.7	74.7	74.7	24	35.5	0	0	-100000	0.00	30.117	-100000	0.000	-100000.0
20071227 00:15	74.7	74.7	74.7	24	35.5	0	0	-100000	0.00	30.116	-100000	0.000	-100000.0
20071227 00:20	74.8	74.8	74.8	24	35.6	0	0	-100000	0.00	30.116	-100000	0.000	-100000.0
20071227 00:25	74.6	74.6	74.6	24	35.4	0	0	-100000	0.00	30.116	-100000	0.000	-100000.0
20071227 00:30	74.7	74.7	74.7	24	35.5	0	0	-100000	0.00	30.098	-100000	0.000	-100000.0
20071227 00:35	74.7	74.7	74.7	24	35.5	0	0	-100000	0.00	30.098	-100000	0.000	-100000.0
20071227 00:40	74.6	74.6	74.6	24	35.4	0	0	-100000	0.00	30.098	-100000	0.000	-100000.0
20071227 00:45	74.7	74.7	74.7	24	35.5	0	0	-100000	0.00	30.094	-100000	0.000	-100000.0
20071227 00:50	34.7	34.7	34.7	72	26.6	2	5	0	0.00	30.094	0	0.000	-100000.0
20071227 00:55	34.7	31.2	34.7	72	26.6	4	7	338	0.00	30.094	0	0.000	-100000.0
20071227 01:00	34.7	31.2	34.7	72	26.6	4	6	338	0.00	30.109	0	0.001	-100000.0
20071227 01:05	74.7	74.7	74.7	24	35.5	1	7	22	0.00	30.109	0	0.000	-100000.0
20071227 01:10	74.7	74.7	74.7	24	35.5	0	0	-100000	0.00	30.109	-100000	0.000	-100000.0
20071227 01:15	74.8	74.8	74.8	24	35.6	0	0	-100000	0.00	30.099	-100000	0.000	-100000.0
20071227 01:20	74.7	74.7	74.7	24	35.5	0	0	-100000	0.00	30.099	-100000	0.000	-100000.0
20071227 01:25	74.8	74.8	74.8	24	35.6	0	0	-100000	0.00	30.099	-100000	0.000	-100000.0
20071227 01:30	33.5	33.5	33.5	76	26.8	2	5	338	0.00	30.116	0	0.000	-100000.0
20071227 01:35	33.4	33.4	33.4	77	27.0	2	5	338	0.00	30.116	0	0.000	-100000.0
20071227 01:40	33.4	33.4	33.4	79	27.6	2	4	0	0.00	30.116	0	0.000	-100000.0
20071227 01:45	33.2	33.2	33.2	80	27.7	2	5	338	0.00	30.120	0	0.000	-100000.0
20071227 01:50	33.1	33.1	33.1	80	27.6	2	5	338	0.00	30.120	0	0.000	-100000.0
20071227 01:55	74.9	74.9	74.9	25	36.7	0	0	-100000	0.00	30.120	-100000	0.000	-100000.0
20071227 02:00	74.8	74.8	74.8	25	36.6	0	0	-100000	0.00	30.099	-100000	0.000	-100000.0
20071227 02:05	74.7	74.7	74.7	25	36.5	0	0	-100000	0.00	30.099	-100000	0.000	-100000.0
20071227 02:10	74.8	74.8	74.8	24	35.6	0	0	-100000	0.00	30.099	-100000	0.000	-100000.0
20071227 02:15	74.6	74.6	74.6	25	36.4	0	0	-100000	0.00	30.098	-100000	0.000	-100000.0
