--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20090628 00:00	65.4	65.4	65.4	94	63.6	0	2	22	0.00	29.772	0	0.000	-100000.0
20090628 00:05	65.3	65.3	65.3	94	63.5	0	1	22	0.00	29.772	0	0.000	-100000.0
20090628 00:10	65.1	65.1	65.1	94	63.3	0	1	22	0.00	29.772	0	0.000	-100000.0
20090628 00:15	65.0	65.0	65.0	94	63.2	0	1	22	0.00	29.778	0	0.000	-100000.0
20090628 00:20	64.8	64.8	64.8	95	63.3	0	1	22	0.00	29.778	0	0.000	-100000.0
20090628 00:25	64.7	64.7	64.7	95	63.2	0	1	22	0.00	29.778	0	0.000	-100000.0
20090628 00:30	64.6	64.6	64.6	95	63.1	0	1	22	0.00	29.778	0	0.000	-100000.0
20090628 00:35	64.5	64.5	64.5	95	63.0	0	2	22	0.00	29.778	0	0.000	-100000.0
20090628 00:40	64.4	64.4	64.4	95	62.9	1	3	22	0.00	29.778	0	0.000	-100000.0
20090628 00:45	64.3	64.3	64.3	95	62.8	0	1	22	0.00	29.779	0	0.000	-100000.0
20090628 00:50	64.3	64.3	64.3	95	62.8	0	1	22	0.00	29.779	0	0.000	-100000.0
20090628 00:55	64.3	64.3	64.3	95	62.8	0	1	22	0.00	29.779	0	0.000	-100000.0
20090628 01:00	64.1	64.1	64.1	94	62.3	0	1	22	0.00	29.778	0	0.000	-100000.0
20090628 01:05	64.1	64.1	64.1	94	62.3	0	1	22	0.00	29.778	0	0.000	-100000.0
20090628 01:10	64.0	64.0	64.0	94	62.2	0	0	-100000	0.00	29.778	0	0.000	-100000.0
20090628 01:15	63.9	63.9	63.9	94	62.1	0	2	22	0.00	29.777	0	0.000	-100000.0
20090628 01:20	63.8	63.8	63.8	94	62.0	0	1	22	0.00	29.777	0	0.000	-100000.0
20090628 01:25	63.8	63.8	63.8	94	62.0	0	1	22	0.00	29.777	0	0.000	-100000.0
20090628 01:30	63.6	63.6	63.6	94	61.8	0	2	0	0.00	29.778	0	0.000	-100000.0
20090628 01:35	63.5	63.5	63.5	95	62.0	0	2	0	0.00	29.778	0	0.000	-100000.0
20090628 01:40	63.4	63.4	63.4	95	61.9	0	1	0	0.00	29.778	0	0.000	-100000.0
20090628 01:45	63.4	63.4	63.4	95	61.9	0	1	0	0.00	29.777	0	0.000	-100000.0
20090628 01:50	63.3	63.3	63.3	95	61.8	0	0	-100000	0.00	29.777	0	0.000	-100000.0
