--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20071223 00:00	73.3	73.3	73.3	26	36.3	0	0	-100000	0.00	30.508	-100000	0.000	-100000.0
20071223 00:05	73.4	73.4	73.4	26	36.4	0	0	-100000	0.00	30.508	-100000	0.000	-100000.0
20071223 00:10	73.7	73.7	73.7	26	36.7	0	0	-100000	0.00	30.508	-100000	0.000	-100000.0
20071223 00:15	73.7	73.7	73.7	26	36.7	0	0	-100000	0.00	30.504	-100000	0.000	-100000.0
20071223 00:20	73.5	73.5	73.5	26	36.5	0	0	-100000	0.00	30.504	-100000	0.000	-100000.0
20071223 00:25	73.3	73.3	73.3	26	36.3	0	0	-100000	0.00	30.504	-100000	0.000	-100000.0
20071223 00:30	73.3	73.3	73.3	27	37.3	0	0	-100000	0.00	30.511	-100000	0.000	-100000.0
20071223 00:35	73.6	73.6	73.6	26	36.6	0	0	-100000	0.00	30.511	-100000	0.000	-100000.0
20071223 00:40	73.7	73.7	73.7	26	36.7	0	0	-100000	0.00	30.511	-100000	0.000	-100000.0
20071223 00:45	73.5	73.5	73.5	26	36.5	0	0	-100000	0.00	30.520	-100000	0.000	-100000.0
20071223 00:50	73.3	73.3	73.3	26	36.3	0	0	-100000	0.00	30.520	-100000	0.000	-100000.0
20071223 00:55	73.2	73.2	73.2	27	37.2	0	0	-100000	0.00	30.520	-100000	0.000	-100000.0
20071223 01:00	73.5	73.5	73.5	26	36.5	0	0	-100000	0.00	30.520	-100000	0.000	-100000.0
20071223 01:05	73.6	73.6	73.6	25	35.6	0	0	-100000	0.00	30.520	-100000	0.000	-100000.0
20071223 01:10	73.4	73.4	73.4	26	36.4	0	0	-100000	0.00	30.520	-100000	0.000	-100000.0
20071223 01:15	73.3	73.3	73.3	26	36.3	0	0	-100000	0.00	30.513	-100000	0.000	-100000.0
