--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20060809 00:00	60.5	60.5	60.5	84	55.6	0	2	45	0.00	30.184	0	0.001	-100000.0
20060809 00:05	60.5	60.5	60.5	84	55.6	1	2	45	0.00	30.184	0	0.000	-100000.0
20060809 00:10	60.4	60.4	60.4	85	55.9	1	2	45	0.00	30.184	0	0.000	-100000.0
20060809 00:15	60.2	60.2	60.2	85	55.7	1	3	45	0.00	30.185	0	0.000	-100000.0
20060809 00:20	60.1	60.1	60.1	85	55.6	1	3	45	0.00	30.185	0	0.000	-100000.0
20060809 00:25	60.2	60.2	60.2	84	55.3	2	4	45	0.00	30.185	0	0.000	-100000.0
20060809 00:30	60.4	60.4	60.4	82	54.9	2	4	45	0.00	30.186	0	0.000	-100000.0
20060809 00:35	60.4	60.4	60.4	82	54.9	1	3	45	0.00	30.186	0	0.000	-100000.0
20060809 00:40	60.4	60.4	60.4	82	54.9	1	4	45	0.00	30.186	0	0.000	-100000.0
20060809 00:45	60.4	60.4	60.4	82	54.9	2	4	45	0.00	30.186	0	0.000	-100000.0
20060809 00:50	60.4	60.4	60.4	82	54.9	2	4	45	0.00	30.186	0	0.000	-100000.0
20060809 00:55	60.5	60.5	60.5	82	55.0	3	4	45	0.00	30.186	0	0.000	-100000.0
20060809 01:00	60.5	60.5	60.5	82	55.0	2	4	45	0.00	30.186	0	0.001	-100000.0
20060809 01:05	60.4	60.4	60.4	82	54.9	1	3	45	0.00	30.186	0	0.000	-100000.0
20060809 01:10	60.1	60.1	60.1	83	54.9	0	1	45	0.00	30.186	0	0.000	-100000.0
20060809 01:15	59.8	59.8	59.8	84	55.0	0	1	45	0.00	30.187	0	0.000	-100000.0
20060809 01:20	59.9	59.9	59.9	84	55.0	1	3	45	0.00	30.187	0	0.000	-100000.0
20060809 01:25	59.9	59.9	59.9	83	54.7	2	3	45	0.00	30.187	0	0.000	-100000.0
20060809 01:30	59.8	59.8	59.8	84	55.0	1	3	45	0.00	30.184	0	0.000	-100000.0
20060809 01:35	59.3	59.3	59.3	85	54.8	0	1	45	0.00	30.184	0	0.000	-100000.0
20060809 01:40	58.6	58.6	58.6	86	54.4	0	1	45	0.00	30.184	0	0.000	-100000.0
20060809 01:45	58.9	58.9	58.9	86	54.7	0	1	45	0.00	30.189	0	0.000	-100000.0
20060809 01:50	59.0	59.0	59.0	86	54.8	0	1	45	0.00	30.189	0	0.000	-100000.0
20060809 01:55	58.6	58.6	58.6	87	54.7	0	0	-100000	0.00	30.189	0	0.000	-100000.0
20060809 02:00	58.4	58.4	58.4	88	54.9	1	2	45	0.00	30.190	0	0.001	-100000.0
20060809 02:05	58.6	58.6	58.6	88	55.1	2	4	45	0.00	30.190	0	0.000	-100000.0
20060809 02:10	58.6	58.6	58.6	88	55.1	1	4	45	0.00	30.190	0	0.000	-100000.0
20060809 02:15	58.6	58.6	58.6	87	54.7	1	2	45	0.00	30.187	0	0.000	-100000.0
20060809 02:20	58.4	58.4	58.4	88	54.9	1	2	45	0.00	30.187	0	0.000	-100000.0
20060809 02:25	58.3	58.3	58.3	88	54.8	1	3	45	0.00	30.187	0	0.000	-100000.0
20060809 02:30	58.3	58.3	58.3	88	54.8	2	3	45	0.00	30.185	0	0.000	-100000.0
20060809 02:35	58.1	58.1	58.1	88	54.6	1	3	45	0.00	30.185	0	0.000	-100000.0
20060809 02:40	58.0	58.0	58.0	89	54.8	1	4	45	0.00	30.185	0	0.000	-100000.0
20060809 02:45	58.0	58.0	58.0	89	54.8	2	4	45	0.00	30.185	0	0.000	-100000.0
20060809 02:50	58.0	58.0	58.0	89	54.8	2	3	45	0.00	30.185	0	0.000	-100000.0
20060809 02:55	58.0	58.0	58.0	89	54.8	2	3	45	0.00	30.185	0	0.000	-100000.0
20060809 03:00	57.8	57.8	57.8	89	54.6	1	3	45	0.00	30.184	0	0.000	-100000.0
20060809 03:05	57.8	57.8	57.8	89	54.6	2	3	45	0.00	30.184	0	0.000	-100000.0
20060809 03:10	58.1	58.1	58.1	85	53.6	2	3	45	0.00	30.184	0	0.000	-100000.0
20060809 03:15	58.0	58.0	58.0	85	53.5	1	3	45	0.00	30.189	0	0.000	-100000.0
20060809 03:20	57.2	57.2	57.2	89	54.0	0	1	45	0.00	30.189	0	0.000	-100000.0
20060809 03:25	56.6	56.6	56.6	89	53.4	0	1	45	0.00	30.189	0	0.000	-100000.0
20060809 03:30	56.0	56.0	56.0	91	53.4	0	1	45	0.00	30.193	0	0.000	-100000.0
20060809 03:35	56.0	56.0	56.0	92	53.7	0	1	45	0.00	30.193	0	0.000	-100000.0
20060809 03:40	56.3	56.3	56.3	91	53.7	0	2	45	0.00	30.193	0	0.000	-100000.0
20060809 03:45	56.5	56.5	56.5	91	53.9	0	2	45	0.00	30.200	0	0.000	-100000.0
20060809 03:50	56.7	56.7	56.7	89	53.5	1	3	45	0.00	30.200	0	0.000	-100000.0
20060809 03:55	56.6	56.6	56.6	88	53.1	0	2	45	0.00	30.200	0	0.000	-100000.0
20060809 04:00	56.6	56.6	56.6	89	53.4	0	1	45	0.00	30.197	0	0.000	-100000.0
20060809 04:05	56.5	56.5	56.5	89	53.3	0	1	45	0.00	30.197	0	0.000	-100000.0
20060809 04:10	56.9	56.9	56.9	87	53.1	1	3	45	0.00	30.197	0	0.000	-100000.0
20060809 04:15	57.3	57.3	57.3	85	52.8	2	4	45	0.00	30.198	0	0.000	-100000.0
20060809 04:20	57.5	57.5	57.5	84	52.7	2	4	45	0.00	30.198	0	0.000	-100000.0
20060809 04:25	57.8	57.8	57.8	83	52.7	2	5	45	0.00	30.198	0	0.000	-100000.0
20060809 04:30	58.0	58.0	58.0	82	52.5	2	5	68	0.00	30.198	0	0.000	-100000.0
20060809 04:35	58.1	58.1	58.1	81	52.3	1	4	68	0.00	30.198	0	0.000	-100000.0
20060809 04:40	58.0	58.0	58.0	81	52.2	0	2	68	0.00	30.198	0	0.000	-100000.0
20060809 04:45	56.6	56.6	56.6	86	52.5	1	3	68	0.00	30.202	0	0.000	-100000.0
20060809 04:50	55.7	55.7	55.7	89	52.5	1	3	68	0.00	30.202	0	0.000	-100000.0
20060809 04:55	55.4	55.4	55.4	91	52.8	0	2	68	0.00	30.202	0	0.000	-100000.0
20060809 05:00	55.3	55.3	55.3	92	53.0	0	2	68	0.00	30.207	0	0.001	-100000.0
20060809 05:05	55.1	55.1	55.1	92	52.8	0	0	-100000	0.00	30.207	0	0.000	-100000.0
20060809 05:10	55.1	55.1	55.1	92	52.8	0	0	-100000	0.00	30.207	0	0.000	-100000.0
20060809 05:15	55.1	55.1	55.1	92	52.8	0	0	-100000	0.00	30.207	0	0.000	-100000.0
20060809 05:20	55.1	55.1	55.1	92	52.8	0	0	-100000	0.00	30.207	0	0.000	-100000.0
20060809 05:25	55.1	55.1	55.1	92	52.8	0	0	-100000	0.00	30.207	0	0.000	-100000.0
20060809 05:30	55.1	55.1	55.1	92	52.8	0	0	-100000	0.00	30.207	0	0.000	-100000.0
20060809 05:35	55.1	55.1	55.1	92	52.8	0	0	-100000	0.00	30.207	0	0.000	-100000.0
20060809 05:40	55.1	55.1	55.1	92	52.8	0	0	-100000	0.00	30.207	0	0.000	-100000.0
