--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20070509 00:00	58.0	58.0	58.0	66	46.7	5	10	158	0.00	30.168	0	0.002	-100000.0
20070509 00:05	57.8	57.8	57.8	66	46.5	7	12	135	0.00	30.168	0	0.000	-100000.0
20070509 00:10	57.5	57.5	57.5	67	46.6	7	12	135	0.00	30.168	0	0.000	-100000.0
20070509 00:15	57.3	57.3	57.3	68	46.8	6	11	135	0.00	30.168	0	0.000	-100000.0
20070509 00:20	57.2	57.2	57.2	68	46.7	6	10	135	0.00	30.168	0	0.000	-100000.0
20070509 00:25	57.0	57.0	57.0	69	46.9	4	9	135	0.00	30.168	0	0.000	-100000.0
20070509 00:30	56.9	56.9	56.9	70	47.2	5	10	135	0.00	30.166	0	0.000	-100000.0
20070509 00:35	56.7	56.7	56.7	70	47.0	6	11	135	0.00	30.166	0	0.000	-100000.0
20070509 00:40	56.7	56.7	56.7	71	47.4	5	10	135	0.00	30.166	0	0.000	-100000.0
20070509 00:45	56.5	56.5	56.5	71	47.2	5	9	135	0.00	30.168	0	0.000	-100000.0
20070509 00:50	56.3	56.3	56.3	72	47.4	3	6	135	0.00	30.168	0	0.000	-100000.0
20070509 00:55	56.3	56.3	56.3	72	47.4	4	10	135	0.00	30.168	0	0.000	-100000.0
20070509 01:00	56.2	56.2	56.2	73	47.7	6	10	135	0.00	30.161	0	0.002	-100000.0
20070509 01:05	56.2	56.2	56.2	73	47.7	7	12	135	0.00	30.161	0	0.000	-100000.0
20070509 01:10	56.0	56.0	56.0	74	47.8	5	10	135	0.00	30.161	0	0.000	-100000.0
20070509 01:15	56.0	56.0	56.0	74	47.8	7	11	135	0.00	30.153	0	0.000	-100000.0
20070509 01:20	55.9	55.9	55.9	75	48.1	5	11	135	0.00	30.153	0	0.000	-100000.0
20070509 01:25	55.7	55.7	55.7	75	47.9	5	11	135	0.00	30.153	0	0.000	-100000.0
20070509 01:30	55.7	55.7	55.7	76	48.3	4	10	135	0.00	30.156	0	0.000	-100000.0
20070509 01:35	55.6	55.6	55.6	76	48.2	4	9	158	0.00	30.156	0	0.000	-100000.0
20070509 01:40	55.4	55.4	55.4	76	48.0	4	7	135	0.00	30.156	0	0.000	-100000.0
20070509 01:45	55.4	55.4	55.4	77	48.3	5	9	135	0.00	30.155	0	0.000	-100000.0
20070509 01:50	55.3	55.3	55.3	77	48.2	5	9	135	0.00	30.155	0	0.000	-100000.0
20070509 01:55	55.3	55.3	55.3	77	48.2	4	9	135	0.00	30.155	0	0.000	-100000.0
20070509 02:00	55.1	55.1	55.1	77	48.0	5	8	158	0.00	30.151	0	0.001	-100000.0
20070509 02:05	55.1	55.1	55.1	78	48.4	5	9	135	0.00	30.151	0	0.000	-100000.0
20070509 02:10	55.1	55.1	55.1	78	48.4	5	10	135	0.00	30.151	0	0.000	-100000.0
20070509 02:15	55.0	55.0	55.0	78	48.3	5	11	135	0.00	30.148	0	0.000	-100000.0
20070509 02:20	55.0	55.0	55.0	78	48.3	4	8	135	0.00	30.148	0	0.000	-100000.0
20070509 02:25	55.0	55.0	55.0	79	48.6	4	7	135	0.00	30.148	0	0.000	-100000.0
20070509 02:30	55.0	55.0	55.0	79	48.6	3	5	135	0.00	30.139	0	0.000	-100000.0
20070509 02:35	55.0	55.0	55.0	79	48.6	3	7	158	0.00	30.139	0	0.000	-100000.0
20070509 02:40	54.8	54.8	54.8	79	48.4	4	9	158	0.00	30.139	0	0.000	-100000.0
20070509 02:45	54.8	54.8	54.8	80	48.7	4	7	135	0.00	30.144	0	0.000	-100000.0
20070509 02:50	54.7	54.7	54.7	80	48.7	2	5	135	0.00	30.144	0	0.000	-100000.0
20070509 02:55	54.7	54.7	54.7	80	48.7	2	4	158	0.00	30.144	0	0.000	-100000.0
20070509 03:00	54.5	54.5	54.5	80	48.5	0	2	135	0.00	30.143	0	0.001	-100000.0
20070509 03:05	54.5	54.5	54.5	80	48.5	2	5	135	0.00	30.143	0	0.000	-100000.0
20070509 03:10	54.4	54.4	54.4	80	48.4	1	4	135	0.00	30.143	0	0.000	-100000.0
20070509 03:15	53.8	53.8	53.8	80	47.8	0	2	135	0.00	30.146	0	0.000	-100000.0
20070509 03:20	52.9	52.9	52.9	81	47.2	0	1	135	0.00	30.146	0	0.000	-100000.0
20070509 03:25	51.9	51.9	51.9	84	47.2	0	1	135	0.00	30.146	0	0.000	-100000.0
20070509 03:30	51.4	51.4	51.4	85	47.0	0	1	135	0.00	30.155	0	0.000	-100000.0
20070509 03:35	50.8	50.8	50.8	86	46.8	0	1	135	0.00	30.155	0	0.000	-100000.0
20070509 03:40	50.8	50.8	50.8	88	47.4	0	0	-100000	0.00	30.155	0	0.000	-100000.0
