--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20090728 00:00	68.4	68.4	68.4	94	66.6	0	0	-100000	0.00	30.006	0	0.000	-100000.0
20090728 00:05	68.3	68.3	68.3	94	66.5	0	1	202	0.00	30.006	0	0.000	-100000.0
20090728 00:10	68.0	68.0	68.0	94	66.2	0	0	-100000	0.00	30.006	0	0.000	-100000.0
20090728 00:15	67.9	67.9	67.9	95	66.4	0	0	-100000	0.00	30.004	0	0.000	-100000.0
20090728 00:20	67.8	67.8	67.8	95	66.3	0	0	-100000	0.00	30.004	0	0.000	-100000.0
20090728 00:25	67.8	67.8	67.8	95	66.3	0	1	202	0.00	30.004	0	0.000	-100000.0
20090728 00:30	67.7	67.7	67.7	95	66.2	0	0	-100000	0.00	30.005	0	0.000	-100000.0
20090728 00:35	67.6	67.6	67.6	95	66.1	0	0	-100000	0.00	30.005	0	0.000	-100000.0
20090728 00:40	67.5	67.5	67.5	95	66.0	0	0	-100000	0.00	30.005	0	0.000	-100000.0
20090728 00:45	67.4	67.4	67.4	95	65.9	0	0	-100000	0.00	30.007	0	0.000	-100000.0
20090728 00:50	67.3	67.3	67.3	95	65.8	0	0	-100000	0.00	30.007	0	0.000	-100000.0
20090728 00:55	67.2	67.2	67.2	95	65.7	0	0	-100000	0.00	30.007	0	0.000	-100000.0
20090728 01:00	67.1	67.1	67.1	96	65.9	0	0	-100000	0.00	30.008	0	0.000	-100000.0
20090728 01:05	67.0	67.0	67.0	96	65.8	0	0	-100000	0.00	30.008	0	0.000	-100000.0
20090728 01:10	67.0	67.0	67.0	96	65.8	0	0	-100000	0.00	30.008	0	0.000	-100000.0
20090728 01:15	66.9	66.9	66.9	96	65.7	0	0	-100000	0.00	30.002	0	0.000	-100000.0
20090728 01:20	67.0	67.0	67.0	96	65.8	0	1	202	0.00	30.002	0	0.000	-100000.0
20090728 01:25	66.9	66.9	66.9	96	65.7	0	1	202	0.00	30.002	0	0.000	-100000.0
20090728 01:30	66.9	66.9	66.9	96	65.7	0	1	202	0.00	30.000	0	0.000	-100000.0
20090728 01:35	66.9	66.9	66.9	96	65.7	0	1	202	0.00	30.000	0	0.000	-100000.0
