--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20090927 00:00	53.0	53.0	53.0	77	46.0	3	7	158	0.00	30.130	0	0.001	-100000.0
20090927 00:05	53.0	53.0	53.0	77	46.0	3	7	158	0.00	30.130	0	0.000	-100000.0
20090927 00:10	53.0	53.0	53.0	78	46.3	2	5	158	0.00	30.130	0	0.000	-100000.0
20090927 00:15	53.0	53.0	53.0	78	46.3	4	6	158	0.00	30.120	0	0.000	-100000.0
20090927 00:20	53.0	53.0	53.0	78	46.3	3	5	158	0.00	30.120	0	0.000	-100000.0
20090927 00:25	53.1	53.1	53.1	78	46.4	1	4	158	0.00	30.120	0	0.000	-100000.0
20090927 00:30	53.0	53.0	53.0	78	46.3	2	6	158	0.00	30.113	0	0.000	-100000.0
20090927 00:35	53.0	53.0	53.0	78	46.3	1	4	135	0.00	30.113	0	0.000	-100000.0
20090927 00:40	53.0	53.0	53.0	79	46.7	3	6	158	0.00	30.113	0	0.000	-100000.0
20090927 00:45	53.0	53.0	53.0	79	46.7	2	5	158	0.00	30.101	0	0.000	-100000.0
20090927 00:50	53.0	53.0	53.0	79	46.7	2	5	158	0.00	30.101	0	0.000	-100000.0
20090927 00:55	53.0	53.0	53.0	79	46.7	2	6	180	0.00	30.101	0	0.000	-100000.0
20090927 01:00	53.1	53.1	53.1	79	46.8	1	4	135	0.00	30.097	0	0.001	-100000.0
20090927 01:05	53.1	53.1	53.1	79	46.8	2	5	158	0.00	30.097	0	0.000	-100000.0
20090927 01:10	53.1	53.1	53.1	79	46.8	1	5	158	0.00	30.097	0	0.000	-100000.0
20090927 01:15	53.1	53.1	53.1	79	46.8	2	5	158	0.00	30.084	0	0.000	-100000.0
20090927 01:20	53.1	53.1	53.1	80	47.1	3	8	158	0.00	30.084	0	0.000	-100000.0
20090927 01:25	53.1	53.1	53.1	80	47.1	3	9	158	0.00	30.084	0	0.000	-100000.0
20090927 01:30	53.2	53.2	53.2	80	47.2	3	7	180	0.00	30.082	0	0.000	-100000.0
20090927 01:35	53.2	53.2	53.2	80	47.2	2	6	158	0.00	30.082	0	0.000	-100000.0
20090927 01:40	53.3	53.3	53.3	80	47.3	0	3	158	0.00	30.082	0	0.000	-100000.0
20090927 01:45	53.4	53.4	53.4	80	47.4	1	4	202	0.00	30.083	0	0.000	-100000.0
20090927 01:50	53.4	53.4	53.4	82	48.0	0	2	202	0.00	30.083	0	0.000	-100000.0
20090927 01:55	53.2	53.2	53.2	83	48.2	0	4	202	0.00	30.083	0	0.000	-100000.0
20090927 02:00	52.8	52.8	52.8	85	48.4	1	4	202	0.00	30.083	0	0.001	-100000.0
20090927 02:05	52.4	52.4	52.4	86	48.3	0	2	202	0.00	30.083	0	0.000	-100000.0
20090927 02:10	52.2	52.2	52.2	87	48.4	1	5	180	0.01	30.083	0	0.000	-100000.0
20090927 02:15	52.1	52.1	52.1	87	48.3	0	3	180	0.00	30.069	0	0.000	-100000.0
