--Timestamp---	Temp	Chill	HIndex	Humid	Dewpt	 Wind 	HiWind	WindDir	Rain 	Barom	Solar	 ET  	 UV 
--------------	----	-----	------	-----	-----	------	------	-------	-----	-----	-----	-----	----
20110814 00:00	72.6	72.6	72.6	74	63.8	1	4	158	0.00	30.051	0	0.001	-100000.0
20110814 00:05	72.7	72.7	72.7	74	63.9	1	4	158	0.00	30.051	0	0.000	-100000.0
20110814 00:10	72.7	72.7	72.7	74	63.9	2	5	158	0.00	30.051	0	0.000	-100000.0
20110814 00:15	72.7	72.7	72.7	74	63.9	2	4	180	0.00	30.051	0	0.000	-100000.0
20110814 00:20	72.6	72.6	72.6	74	63.8	1	4	180	0.00	30.051	0	0.000	-100000.0
20110814 00:25	72.5	72.5	72.5	75	64.1	1	3	180	0.00	30.051	0	0.000	-100000.0
20110814 00:30	72.4	72.4	72.4	75	64.0	1	6	158	0.00	30.048	0	0.000	-100000.0
20110814 00:35	72.3	72.3	72.3	76	64.3	2	4	158	0.00	30.048	0	0.000	-100000.0
20110814 00:40	72.1	72.1	72.1	76	64.1	1	4	158	0.00	30.048	0	0.000	-100000.0
20110814 00:45	71.9	71.9	71.9	77	64.3	0	3	158	0.00	30.043	0	0.000	-100000.0
20110814 00:50	71.6	71.6	71.6	79	64.7	0	3	158	0.00	30.043	0	0.000	-100000.0
20110814 00:55	71.1	71.1	71.1	80	64.6	1	4	158	0.00	30.043	0	0.000	-100000.0
20110814 01:00	71.1	71.1	71.1	79	64.2	3	9	158	0.00	30.040	0	0.001	-100000.0
20110814 01:05	71.0	71.0	71.0	80	64.5	2	4	158	0.00	30.040	0	0.000	-100000.0
20110814 01:10	70.8	70.8	70.8	80	64.3	3	5	158	0.00	30.040	0	0.000	-100000.0
20110814 01:15	70.8	70.8	70.8	80	64.3	4	6	158	0.00	30.038	0	0.000	-100000.0
20110814 01:20	70.9	70.9	70.9	80	64.4	2	5	158	0.00	30.038	0	0.000	-100000.0
